match_id,map_name,map_name_en,map_name_cn,ring1_x,ring1_y,ring1_r,ring2_x,ring2_y,ring2_r,target_ring5_x,target_ring5_y,target_ring5_r,delta_x,delta_y,delta_distance,delta_angle,radius_shrink_ratio,ring1_x_norm,ring1_y_norm,ring2_x_norm,ring2_y_norm
algs_2024_championship_match_300,mp_rr_tropic,Storm Point,风暴点,5267.46,6530.34,855.08,5560.0,6983.42,438.37,5632.96,7173.33,40.21,292.53999999999996,453.0799999999999,539.3154346020517,57.15089698567734,0.5126654815923656,0.29263666666666666,0.36279666666666666,0.3088888888888889,0.3879677777777778
algs_2024_championship_match_309,mp_rr_district,Broken Moon,残月,8961.76,11818.5,892.83,8455.7,11452.92,496.95,8415.6,11293.42,52.87,-506.0599999999995,-365.5799999999999,624.2959714750684,215.8445144173351,0.5566009206679883,0.56011,0.73865625,0.52848125,0.7158075
algs_2024_championship_match_31,mp_rr_tropic,Storm Point,风暴点,6205.37,12575.63,936.12,5799.92,12224.59,509.88,5857.27,12016.47,43.32,-405.4499999999998,-351.03999999999905,536.3010200437802,220.88612627416492,0.5446737597743879,0.3447427777777778,0.6986461111111111,0.32221777777777777,0.6791438888888889
algs_2024_championship_match_323,mp_rr_tropic,Storm Point,风暴点,14583.6,11903.6,971.55,14622.52,11967.0,524.36,14738.15,11969.47,50.09,38.92000000000007,63.399999999999636,74.3930534391482,58.45506312973935,0.539714888580104,0.8102,0.6613111111111112,0.8123622222222222,0.6648333333333334
algs_2024_championship_match_328,mp_rr_canyonlands,King's Canyon,诸王峡谷,12548.5,3491.44,902.56,12510.36,3240.7,461.16,12348.21,3148.74,46.52,-38.13999999999942,-250.74000000000024,253.62414553823552,261.35105102347126,0.5109466406665485,0.6971388888888889,0.19396888888888889,0.6950200000000001,0.1800388888888889
algs_2024_championship_match_329,mp_rr_tropic,Storm Point,风暴点,11985.63,9619.9,939.86,12212.34,9245.78,506.78,12192.48,9154.04,45.61,226.71000000000095,-374.119999999999,437.4507955187642,301.21511032481595,0.5392079671440427,0.6658683333333333,0.5344388888888889,0.6784633333333333,0.5136544444444445
algs_2024_championship_match_34,mp_rr_canyonlands,King's Canyon,诸王峡谷,6917.22,10554.91,861.3,6618.83,10392.17,454.85,6762.33,10257.89,46.42,-298.3900000000003,-162.73999999999978,339.8836561236802,208.60776892109655,0.5280970625798213,0.38429,0.5863838888888889,0.3677127777777778,0.5773427777777778
algs_2024_championship_match_346,mp_rr_canyonlands,King's Canyon,诸王峡谷,12958.08,8869.98,944.3,13223.44,9219.49,524.31,13197.76,9240.25,54.22,265.3600000000006,349.5100000000002,438.83159605935447,52.79298315484414,0.5552366832574394,0.7198933333333333,0.49277666666666664,0.7346355555555556,0.5121938888888888
algs_2024_championship_match_352,mp_rr_olympus,Olympus,奥林匹斯,9821.13,8731.17,882.4,9413.29,8914.22,475.85,9536.9,8996.33,57.71,-407.8399999999983,183.04999999999927,447.03553337514273,155.82812305326715,0.5392679057116954,0.6138206249999999,0.545698125,0.5883306250000001,0.5571387499999999
algs_2024_championship_match_36,mp_rr_olympus,Olympus,奥林匹斯,5773.71,13253.0,812.71,5903.51,13387.44,445.16,5860.05,13481.78,46.85,129.80000000000018,134.4400000000005,186.87470026731864,46.00599870238812,0.5477476590665797,0.360856875,0.8283125,0.368969375,0.836715
algs_2024_championship_match_362,mp_rr_district,Broken Moon,残月,12827.14,4450.5,851.25,13165.5,4401.77,484.62,13268.41,4441.69,51.97,338.3600000000006,-48.72999999999956,341.8509945868234,351.8047147621188,0.5693039647577093,0.80169625,0.27815625,0.82284375,0.27511062500000005
algs_2024_championship_match_369,mp_rr_district,Broken Moon,残月,9340.87,13002.66,845.52,9513.78,12944.67,457.0,9290.08,12670.49,49.18,172.90999999999985,-57.98999999999978,182.37518526378506,341.4597427815055,0.5404957895732804,0.583804375,0.81266625,0.59461125,0.809041875
algs_2024_championship_match_37,mp_rr_desertlands,World's Edge,世界边缘,9465.15,9058.18,835.63,9049.65,9196.28,449.71,8732.22,9307.46,52.64,-415.5,138.10000000000036,437.8491292671485,161.614708058633,0.5381688067685458,0.591571875,0.56613625,0.565603125,0.5747675
algs_2024_championship_match_38,mp_rr_olympus,Olympus,奥林匹斯,8050.28,11963.03,922.51,7870.44,12145.23,493.91,7843.57,12137.7,56.73,-179.84000000000015,182.1999999999989,256.00637804554725,134.62651606326673,0.5353979902656882,0.5031424999999999,0.747689375,0.49190249999999996,0.759076875
algs_2024_championship_match_389,mp_rr_canyonlands,King's Canyon,诸王峡谷,8165.02,12946.68,963.6,8176.17,12684.34,502.54,8149.93,12683.71,55.62,11.149999999999636,-262.34000000000015,262.57684227669444,272.43372600564794,0.5215234537152346,0.45361222222222225,0.71926,0.45423166666666664,0.7046855555555556
algs_2024_championship_match_401,mp_rr_canyonlands,King's Canyon,诸王峡谷,12306.53,8448.97,932.84,12222.91,8596.47,496.26,12365.29,8487.59,49.56,-83.6200000000008,147.5,169.55398668270863,119.54956220063814,0.5319883366922515,0.6836961111111112,0.4693872222222222,0.6790505555555556,0.4775816666666666
algs_2024_championship_match_404,mp_rr_canyonlands,King's Canyon,诸王峡谷,6734.46,8350.06,975.23,6697.73,8852.87,538.34,6380.95,8959.59,51.7,-36.73000000000047,502.8100000000013,504.14976842204476,94.17800482554944,0.5520133712047415,0.3741366666666667,0.4638922222222222,0.37209611111111107,0.49182611111111113
algs_2024_championship_match_43,mp_rr_olympus,Olympus,奥林匹斯,5833.26,9742.24,803.94,5404.6,9598.04,428.44,5313.26,9425.68,45.38,-428.65999999999985,-144.1999999999989,452.2643426139182,198.59279245112867,0.5329253426872652,0.36457875,0.6088899999999999,0.3377875,0.5998775000000001
algs_2024_championship_match_430,mp_rr_tropic,Storm Point,风暴点,8743.0,7290.41,916.43,9340.27,7123.75,483.95,9498.75,7035.71,47.24,597.2700000000004,-166.65999999999985,620.0862911724467,344.40896904147843,0.5280817956636077,0.4857222222222222,0.4050227777777778,0.5189038888888889,0.3957638888888889
algs_2024_championship_match_44,mp_rr_canyonlands,King's Canyon,诸王峡谷,7152.28,14290.85,984.24,7051.45,14941.98,505.8,7029.73,14759.65,52.82,-100.82999999999993,651.1299999999992,658.8907085397387,98.80255657404986,0.513899049012436,0.39734888888888886,0.7939361111111112,0.3917472222222222,0.83011
algs_2024_championship_match_442,mp_rr_district,Broken Moon,残月,9924.46,12565.51,815.85,9720.79,12247.83,464.02,9762.76,12048.29,51.88,-203.66999999999825,-317.6800000000003,377.36196323953936,237.33538364405047,0.5687565116136545,0.62027875,0.785344375,0.6075493750000001,0.765489375
algs_2024_championship_match_444,mp_rr_desertlands,World's Edge,世界边缘,9780.15,9512.94,886.79,9639.5,9425.11,494.34,9732.88,9140.75,53.92,-140.64999999999964,-87.82999999999993,165.82078096547454,211.98304138960842,0.5574487759221461,0.6112593749999999,0.59455875,0.60246875,0.589069375
algs_2024_championship_match_449,mp_rr_district,Broken Moon,残月,7334.87,7413.05,807.37,7446.7,7541.33,450.77,7489.92,7421.03,50.84,111.82999999999993,128.27999999999975,170.1813952816227,48.91922492656335,0.5583189863383579,0.458429375,0.463315625,0.46541875,0.471333125
algs_2024_championship_match_458,mp_rr_canyonlands,King's Canyon,诸王峡谷,3898.35,10057.69,864.65,3318.17,10218.2,468.96,3155.92,10636.97,45.22,-580.1799999999998,160.51000000000022,601.9736642910551,164.53560079697323,0.5423697449835193,0.216575,0.5587605555555556,0.18434277777777777,0.5676777777777778
algs_2024_championship_match_461,mp_rr_district,Broken Moon,残月,11308.55,4181.99,891.28,11428.88,4425.76,511.77,11479.23,4262.96,60.45,120.32999999999993,243.77000000000044,271.8512861841933,63.72808439394565,0.5741966609819585,0.7067843749999999,0.261374375,0.714305,0.27661
algs_2024_championship_match_470,mp_rr_olympus,Olympus,奥林匹斯,9970.65,9437.27,831.88,10182.61,9915.85,438.21,10307.48,10026.7,49.76,211.96000000000095,478.5799999999999,523.4174796469835,66.11175566911665,0.5267706880800115,0.623165625,0.589829375,0.636413125,0.619740625
algs_2024_championship_match_475,mp_rr_district,Broken Moon,残月,3414.29,10768.46,819.6,3413.7,10795.44,443.36,3230.44,11058.46,50.77,-0.5900000000001455,26.980000000001382,26.986450303811257,91.25274732722052,0.540946803318692,0.213393125,0.67302875,0.21335625,0.6747150000000001
algs_2024_championship_match_476,mp_rr_desertlands,World's Edge,世界边缘,9710.95,6582.02,926.32,9842.5,6795.8,487.41,9751.88,6839.13,60.87,131.54999999999927,213.77999999999975,251.01253136048746,58.393843588625764,0.5261788582779169,0.606934375,0.41137625000000005,0.61515625,0.4247375
algs_2024_championship_match_485,mp_rr_district,Broken Moon,残月,11781.6,8038.26,914.31,11643.76,8311.71,516.92,11849.22,8223.34,60.02,-137.84000000000015,273.4499999999989,306.226661314784,116.75164628851016,0.5653662324594503,0.7363500000000001,0.5023912500000001,0.727735,0.519481875
algs_2024_championship_match_53,mp_rr_olympus,Olympus,奥林匹斯,9301.51,11932.97,934.83,8977.94,12023.02,502.46,8818.69,11680.03,56.0,-323.5699999999997,90.05000000000109,335.866859633397,164.44803788598685,0.53748809944054,0.581344375,0.745810625,0.56112125,0.75143875
algs_2024_championship_match_54,mp_rr_olympus,Olympus,奥林匹斯,6930.59,4273.47,946.81,6871.37,3972.38,535.74,6854.08,3783.97,56.03,-59.220000000000255,-301.09000000000015,306.8585936551234,258.8727929380333,0.5658368627285306,0.43316187500000003,0.26709187500000003,0.429460625,0.24827375000000002
algs_2024_championship_match_56,mp_rr_tropic,Storm Point,风暴点,13343.72,9804.56,886.43,13671.68,9335.62,467.71,13692.02,9361.09,44.48,327.96000000000095,-468.9399999999987,572.2433793413423,304.9675766080993,0.5276333156594429,0.7413177777777777,0.5446977777777777,0.7595377777777778,0.5186455555555556
algs_2024_championship_match_79,mp_rr_tropic,Storm Point,风暴点,9309.77,10569.05,970.33,9075.33,10501.71,518.79,8943.46,10625.53,53.0,-234.4400000000005,-67.34000000000015,243.9196367658829,196.026059590919,0.5346531592344872,0.5172094444444445,0.5871694444444444,0.504185,0.5834283333333333
algs_2024_championship_match_80,mp_rr_canyonlands,King's Canyon,诸王峡谷,6652.7,8049.37,955.52,6795.23,8398.01,509.65,7046.9,8516.85,51.78,142.52999999999975,348.6400000000003,376.64924067360096,67.76441576540404,0.5333744976557268,0.36959444444444445,0.44718722222222224,0.37751277777777775,0.4665561111111111
algs_2024_s1_playoffs_match_103,mp_rr_district,Broken Moon,残月,9112.43,8013.99,830.84,9096.03,7975.39,471.43,9072.65,8102.54,53.8,-16.399999999999636,-38.599999999999454,41.93948020660182,246.98079455931097,0.5674137017957729,0.569526875,0.500874375,0.568501875,0.498461875
algs_2024_s1_playoffs_match_111,mp_rr_desertlands,World's Edge,世界边缘,8232.51,9825.72,861.33,8207.47,10177.77,470.23,8267.0,10202.14,55.29,-25.040000000000873,352.0500000000011,352.93937737237655,94.06838319304877,0.5459347752893781,0.514531875,0.6141074999999999,0.5129668749999999,0.636110625
algs_2024_s1_playoffs_match_112,mp_rr_canyonlands,King's Canyon,诸王峡谷,9439.53,7330.01,940.04,9250.57,7175.62,486.42,9136.81,6842.0,51.55,-188.96000000000095,-154.39000000000033,244.0126097151548,219.25058265732332,0.5174460661248458,0.5244183333333333,0.40722277777777777,0.5139205555555555,0.39864555555555553
algs_2024_s1_playoffs_match_116,mp_rr_canyonlands,King's Canyon,诸王峡谷,14171.05,3122.91,889.43,14257.22,3318.37,493.01,14121.92,3478.38,51.43,86.17000000000007,195.46000000000004,213.61151771381623,66.20935808677973,0.5542988205929641,0.7872805555555555,0.17349499999999998,0.7920677777777777,0.18435388888888887
algs_2024_s1_playoffs_match_131,mp_rr_district,Broken Moon,残月,9360.4,5442.03,852.02,9499.96,5422.83,474.48,9563.73,5304.51,55.34,139.5599999999995,-19.199999999999818,140.87453141004534,352.16669278892925,0.5568883359545551,0.585025,0.340126875,0.5937475,0.338926875
algs_2024_s1_playoffs_match_134,mp_rr_desertlands,World's Edge,世界边缘,11766.68,4474.33,880.68,12225.41,4364.48,478.92,12358.61,4074.95,53.74,458.72999999999956,-109.85000000000036,471.6993061262648,346.5332279595825,0.5438070581823137,0.7354175000000001,0.279645625,0.764088125,0.27277999999999997
algs_2024_s1_playoffs_match_136,mp_rr_tropic,Storm Point,风暴点,11647.9,6960.8,882.53,11608.24,6931.94,454.79,11671.62,6812.08,42.44,-39.659999999999854,-28.860000000000582,49.04911008367045,216.04283226938955,0.5153252580648817,0.6471055555555555,0.3867111111111111,0.6449022222222223,0.38510777777777777
algs_2024_s1_playoffs_match_139,mp_rr_canyonlands,King's Canyon,诸王峡谷,13721.81,7510.66,967.6,13690.04,7310.41,530.01,13698.82,7240.19,57.78,-31.769999999998618,-200.25,202.75452004825914,260.9850633142324,0.5477573377428689,0.7623227777777778,0.4172588888888889,0.7605577777777778,0.4061338888888889
algs_2024_s1_playoffs_match_14,mp_rr_tropic,Storm Point,风暴点,8571.68,11201.11,877.26,8425.78,11439.18,448.3,8475.88,11656.2,43.04,-145.89999999999964,238.0699999999997,279.22058466380975,121.50183995305473,0.5110229578460206,0.4762044444444445,0.622283888888889,0.4680988888888889,0.63551
algs_2024_s1_playoffs_match_145,mp_rr_canyonlands,King's Canyon,诸王峡谷,11270.64,9436.2,915.28,11186.89,9405.79,469.25,11089.59,9151.99,44.55,-83.75,-30.409999999999854,89.1001156003739,199.95618620442104,0.5126846429507911,0.6261466666666666,0.5242333333333333,0.6214938888888889,0.5225438888888889
algs_2024_s1_playoffs_match_149,mp_rr_district,Broken Moon,残月,9090.72,13508.25,928.75,9054.58,13455.56,498.92,9155.86,13190.14,54.86,-36.13999999999942,-52.69000000000051,63.89315847569293,235.55382629396735,0.5371951547779273,0.56817,0.844265625,0.56591125,0.8409725
algs_2024_s1_playoffs_match_157,mp_rr_desertlands,World's Edge,世界边缘,9251.47,4027.21,851.54,9704.38,3888.68,452.27,9925.39,4007.92,54.72,452.90999999999985,-138.5300000000002,473.6222429320649,342.99288323812635,0.5311200883105902,0.578216875,0.251700625,0.6065237499999999,0.2430425
algs_2024_s1_playoffs_match_158,mp_rr_tropic,Storm Point,风暴点,12927.75,6714.65,886.08,12978.11,6961.78,469.66,13299.62,6850.24,45.07,50.36000000000058,247.1300000000001,252.2089738688933,78.48200529148403,0.5300424340917299,0.7182083333333333,0.37303611111111107,0.7210061111111111,0.38676555555555553
algs_2024_s1_playoffs_match_161,mp_rr_canyonlands,King's Canyon,诸王峡谷,12472.23,5934.56,968.02,12129.51,5826.84,521.56,12057.33,5991.34,53.41,-342.71999999999935,-107.72000000000025,359.2500477383401,197.4484056214763,0.5387905208570071,0.6929016666666666,0.3296977777777778,0.6738616666666667,0.32371333333333335
algs_2024_s1_playoffs_match_18,mp_rr_district,Broken Moon,残月,10210.77,5945.27,930.91,10325.81,6208.23,510.43,10515.87,6102.71,59.88,115.03999999999905,262.9599999999991,287.02293148805956,66.3715366901596,0.5483129411006434,0.638173125,0.37157937500000005,0.6453631249999999,0.38801437499999997
algs_2024_s1_playoffs_match_182,mp_rr_desertlands,World's Edge,世界边缘,3476.94,7988.66,814.15,3879.81,8376.58,438.12,3749.01,8420.47,53.84,402.8699999999999,387.9200000000001,559.2728880430375,43.91694396990357,0.5381317938954738,0.21730875,0.49929124999999996,0.242488125,0.52353625
algs_2024_s1_playoffs_match_19,mp_rr_desertlands,World's Edge,世界边缘,7253.09,8087.88,812.18,7178.4,8136.26,449.02,7127.29,7956.25,53.34,-74.69000000000051,48.38000000000011,88.990002247444,147.06709347322348,0.5528577408948755,0.453318125,0.5054925,0.44865,0.50851625
algs_2024_s1_playoffs_match_192,mp_rr_tropic,Storm Point,风暴点,11489.56,8287.88,990.63,11386.11,8108.03,501.42,11353.74,7961.54,45.27,-103.44999999999891,-179.84999999999945,207.47993878927085,240.0924200205406,0.5061627449198994,0.6383088888888888,0.4604377777777777,0.6325616666666667,0.4504461111111111
algs_2024_s1_playoffs_match_209,mp_rr_olympus,Olympus,奥林匹斯,6055.72,10378.05,874.97,6060.02,10117.34,459.51,5892.61,10064.96,52.5,4.300000000000182,-260.7099999999991,260.7454584455874,270.94491778271004,0.525172291621427,0.3784825,0.648628125,0.37875125000000004,0.63233375
algs_2024_s1_playoffs_match_213,mp_rr_olympus,Olympus,奥林匹斯,2206.67,6050.26,832.42,2128.42,5685.04,463.51,1935.39,5710.32,51.24,-78.25,-365.22000000000025,373.5086490297115,257.90695713692503,0.5568222772158286,0.137916875,0.37814125000000004,0.13302625,0.355315
algs_2024_s1_playoffs_match_215,mp_rr_desertlands,World's Edge,世界边缘,11450.88,8020.52,905.69,11793.13,8358.73,474.28,12039.99,8443.18,58.23,342.25,338.2099999999991,481.16636062800507,44.659829777694874,0.5236670383906192,0.71568,0.5012825000000001,0.737070625,0.522420625
algs_2024_s1_playoffs_match_216,mp_rr_canyonlands,King's Canyon,诸王峡谷,11236.23,9128.83,877.53,11525.53,9042.14,444.84,11786.63,9404.98,48.14,289.3000000000011,-86.69000000000051,302.0093477030152,343.3189271918206,0.506922840244778,0.624235,0.5071572222222223,0.6403072222222222,0.5023411111111111
algs_2024_s1_playoffs_match_235,mp_rr_tropic,Storm Point,风暴点,8573.71,9705.68,959.39,8567.15,9782.64,487.96,8560.92,9697.25,47.62,-6.559999999999491,76.95999999999913,77.23907819232348,94.87206295726065,0.5086148490186473,0.47631722222222217,0.5392044444444445,0.4759527777777778,0.54348
algs_2024_s1_playoffs_match_241,mp_rr_district,Broken Moon,残月,5676.56,12385.98,889.95,5983.19,11978.77,491.54,6213.75,11824.84,52.55,306.6299999999992,-407.2099999999991,509.74693819580597,306.9798253423987,0.5523231642227091,0.354785,0.77412375,0.373949375,0.748673125
algs_2024_s1_playoffs_match_267,mp_rr_tropic,Storm Point,风暴点,5319.16,11834.93,914.55,5272.64,12054.25,463.74,5395.65,12015.41,47.95,-46.51999999999953,219.3199999999997,224.19940410268674,101.97552639618642,0.5070690503526325,0.2955088888888889,0.6574961111111112,0.2929244444444445,0.6696805555555555
algs_2024_s1_playoffs_match_275,mp_rr_canyonlands,King's Canyon,诸王峡谷,6955.31,12088.14,986.85,6442.96,11870.78,522.69,6453.66,11910.29,52.71,-512.3500000000004,-217.35999999999876,556.5499906567243,202.9886593644012,0.529654962760298,0.3864061111111111,0.6715633333333333,0.3579422222222222,0.6594877777777778
algs_2024_s1_playoffs_match_276,mp_rr_desertlands,World's Edge,世界边缘,7751.42,9208.03,882.43,8064.0,8991.42,466.8,8131.09,9176.83,48.89,312.5799999999999,-216.61000000000058,380.2974474013732,325.27902395466447,0.5289938012080279,0.48446375,0.575501875,0.504,0.56196375
